end,label,match_type,sample_id,score,source,start,text
133,EMPLOYEE_ID,exact,exp_0730,0.99,rule,127,E-4729
156,INVOICE_ID,exact,exp_0730,0.99,rule,143,INV-2026-0769
177,PROJECT_CODE,exact,exp_0730,0.99,rule,166,PC-NOVA-117
197,COST_CENTER,exact,exp_0730,0.99,rule,191,CC-612
215,CARD_LAST4,exact,exp_0730,0.99,rule,211,5529
249,EMAIL,exact,exp_0730,0.99,rule,225,daniel.chen@corp.example
268,PHONE_NUMBER,exact,exp_0730,0.99,rule,253,+1-408-555-0163
19,PERSON,exact,exp_0731,0.64,gliner_heuristic,9,Priya Shah
48,DATE,exact,exp_0731,0.99,rule,38,2026-04-07
73,VENDOR,exact,exp_0731,0.56,gliner_heuristic,58,United Airlines
94,AMOUNT,exact,exp_0731,0.99,rule,87,$820.00
114,EMPLOYEE_ID,exact,exp_0731,0.99,rule,108,E-4730
137,INVOICE_ID,exact,exp_0731,0.99,rule,124,INV-2026-0770
159,PROJECT_CODE,exact,exp_0731,0.99,rule,147,PC-ORBIT-518
179,COST_CENTER,exact,exp_0731,0.99,rule,173,CC-730
210,EMAIL,exact,exp_0731,0.99,rule,187,priya.shah@corp.example
233,PHONE_NUMBER,exact,exp_0731,0.99,rule,218,+1-312-555-0191
19,PERSON,exact,exp_0732,0.64,gliner_heuristic,9,Noah Patel
58,AMOUNT,exact,exp_0732,0.99,rule,52,$54.20
72,DATE,exact,exp_0732,0.99,rule,62,2026-04-13
91,VENDOR,exact,exp_0732,0.56,gliner_heuristic,78,Uber Business
111,EMPLOYEE_ID,exact,exp_0732,0.99,rule,105,E-4731
134,INVOICE_ID,exact,exp_0732,0.99,rule,121,INV-2026-0771
152,CARD_LAST4,exact,exp_0732,0.99,rule,148,5531
183,EMAIL,exact,exp_0732,0.99,rule,160,noah.patel@corp.example
206,PHONE_NUMBER,exact,exp_0732,0.99,rule,191,+1-202-555-0118
19,PERSON,exact,exp_0733,0.64,gliner_heuristic,9,Noah Patel
71,AMOUNT,exact,exp_0733,0.99,rule,64,$420.00
83,AMOUNT,exact,exp_0733,0.99,rule,77,$21.00
95,AMOUNT,exact,exp_0733,0.99,rule,89,$31.15
109,DATE,exact,exp_0733,0.99,rule,99,2026-04-07
157,INVOICE_ID,exact,exp_0733,0.99,rule,144,INV-2026-0772
181,PROJECT_CODE,exact,exp_0733,0.99,rule,167,PC-POLARIS-336
201,COST_CENTER,exact,exp_0733,0.99,rule,195,CC-410
221,EMPLOYEE_ID,exact,exp_0733,0.99,rule,215,E-4732
252,EMAIL,exact,exp_0733,0.99,rule,229,noah.patel@corp.example
275,PHONE_NUMBER,exact,exp_0733,0.99,rule,260,+1-202-555-0118
134,VENDOR,false_positive,exp_0733,0.56,gliner_heuristic,113,vendor Oakline Bistro
20,PERSON,exact,exp_0734,0.64,gliner_heuristic,9,John Miller
83,VENDOR,exact,exp_0734,0.56,gliner_heuristic,78,Figma
100,DATE,exact,exp_0734,0.99,rule,90,2026-04-13
129,AMOUNT,exact,exp_0734,0.99,rule,122,$980.00
152,INVOICE_ID,exact,exp_0734,0.99,rule,139,INV-2026-0773
174,PROJECT_CODE,exact,exp_0734,0.99,rule,162,PC-ALPHA-204
194,COST_CENTER,exact,exp_0734,0.99,rule,188,CC-730
214,EMPLOYEE_ID,exact,exp_0734,0.99,rule,208,E-4733
246,EMAIL,exact,exp_0734,0.99,rule,222,john.miller@corp.example
269,PHONE_NUMBER,exact,exp_0734,0.99,rule,254,+1-617-555-0142
20,PERSON,exact,exp_0735,0.64,gliner_heuristic,9,John Miller
68,DATE,exact,exp_0735,0.99,rule,58,2026-04-12
88,EMPLOYEE_ID,exact,exp_0735,0.99,rule,82,E-4734
116,VENDOR,exact,exp_0735,0.56,gliner_heuristic,97,North Point Kitchen
132,AMOUNT,exact,exp_0735,0.99,rule,125,$362.15
162,CARD_LAST4,exact,exp_0735,0.99,rule,158,5534
228,PROJECT_CODE,exact,exp_0735,0.99,rule,216,PC-ALPHA-204
248,COST_CENTER,exact,exp_0735,0.99,rule,242,CC-612
271,INVOICE_ID,exact,exp_0735,0.99,rule,258,INV-2026-0774
316,EMAIL,exact,exp_0735,0.99,rule,292,john.miller@corp.example
335,PHONE_NUMBER,exact,exp_0735,0.99,rule,320,+1-617-555-0142
413,VENDOR,false_positive,exp_0735,0.56,gliner_heuristic,399,and invoice ID
20,PERSON,exact,exp_0736,0.64,gliner_heuristic,9,Daniel Chen
59,AMOUNT,exact,exp_0736,0.99,rule,53,$54.20
73,DATE,exact,exp_0736,0.99,rule,63,2026-04-17
93,VENDOR,exact,exp_0736,0.56,gliner_heuristic,79,Lyft Corporate
113,EMPLOYEE_ID,exact,exp_0736,0.99,rule,107,E-4735
136,INVOICE_ID,exact,exp_0736,0.99,rule,123,INV-2026-0775
154,CARD_LAST4,exact,exp_0736,0.99,rule,150,5535
186,EMAIL,exact,exp_0736,0.99,rule,162,daniel.chen@corp.example
209,PHONE_NUMBER,exact,exp_0736,0.99,rule,194,+1-408-555-0163
20,PERSON,exact,exp_0737,0.64,gliner_heuristic,9,Daniel Chen
68,DATE,exact,exp_0737,0.99,rule,58,2026-04-14
88,EMPLOYEE_ID,exact,exp_0737,0.99,rule,82,E-4736
111,VENDOR,exact,exp_0737,0.56,gliner_heuristic,97,Oakline Bistro
127,AMOUNT,exact,exp_0737,0.99,rule,120,$430.00
157,CARD_LAST4,exact,exp_0737,0.99,rule,153,5536
221,PROJECT_CODE,exact,exp_0737,0.99,rule,209,PC-ORBIT-518
241,COST_CENTER,exact,exp_0737,0.99,rule,235,CC-612
264,INVOICE_ID,exact,exp_0737,0.99,rule,251,INV-2026-0776
309,EMAIL,exact,exp_0737,0.99,rule,285,daniel.chen@corp.example
328,PHONE_NUMBER,exact,exp_0737,0.99,rule,313,+1-408-555-0163
19,PERSON,exact,exp_0738,0.64,gliner_heuristic,9,Priya Shah
49,VENDOR,exact,exp_0738,0.56,gliner_heuristic,33,Motel 6 Downtown
63,DATE,exact,exp_0738,0.99,rule,53,2026-04-18
112,AMOUNT,exact,exp_0738,0.99,rule,105,$701.25
132,EMPLOYEE_ID,exact,exp_0738,0.99,rule,126,E-4737
155,INVOICE_ID,exact,exp_0738,0.99,rule,142,INV-2026-0777
177,PROJECT_CODE,exact,exp_0738,0.99,rule,165,PC-ALPHA-204
197,COST_CENTER,exact,exp_0738,0.99,rule,191,CC-612
215,CARD_LAST4,exact,exp_0738,0.99,rule,211,5537
248,EMAIL,exact,exp_0738,0.99,rule,225,priya.shah@corp.example
267,PHONE_NUMBER,exact,exp_0738,0.99,rule,252,+1-312-555-0191
21,PERSON,exact,exp_0739,0.64,gliner_heuristic,9,Elena Garcia
50,DATE,exact,exp_0739,0.99,rule,40,2026-03-31
75,VENDOR,exact,exp_0739,0.56,gliner_heuristic,60,Delta Air Lines
96,AMOUNT,exact,exp_0739,0.99,rule,89,$820.00
116,EMPLOYEE_ID,exact,exp_0739,0.99,rule,110,E-4738
139,INVOICE_ID,exact,exp_0739,0.99,rule,126,INV-2026-0778
163,PROJECT_CODE,exact,exp_0739,0.99,rule,149,PC-POLARIS-336
183,COST_CENTER,exact,exp_0739,0.99,rule,177,CC-410
216,EMAIL,exact,exp_0739,0.99,rule,191,elena.garcia@corp.example
239,PHONE_NUMBER,exact,exp_0739,0.99,rule,224,+1-206-555-0174
19,PERSON,exact,exp_0740,0.64,gliner_heuristic,9,Noah Patel
58,AMOUNT,exact,exp_0740,0.99,rule,52,$54.20
72,DATE,exact,exp_0740,0.99,rule,62,2026-04-05
91,VENDOR,exact,exp_0740,0.56,gliner_heuristic,78,Uber Business
111,EMPLOYEE_ID,exact,exp_0740,0.99,rule,105,E-4739
134,INVOICE_ID,exact,exp_0740,0.99,rule,121,INV-2026-0779
152,CARD_LAST4,exact,exp_0740,0.99,rule,148,5539
183,EMAIL,exact,exp_0740,0.99,rule,160,noah.patel@corp.example
206,PHONE_NUMBER,exact,exp_0740,0.99,rule,191,+1-202-555-0118
19,PERSON,exact,exp_0741,0.64,gliner_heuristic,9,Priya Shah
71,AMOUNT,exact,exp_0741,0.99,rule,64,$420.00
83,AMOUNT,exact,exp_0741,0.99,rule,77,$21.00
95,AMOUNT,exact,exp_0741,0.99,rule,89,$31.15
109,DATE,exact,exp_0741,0.99,rule,99,2026-04-05
157,INVOICE_ID,exact,exp_0741,0.99,rule,144,INV-2026-0780
178,PROJECT_CODE,exact,exp_0741,0.99,rule,167,PC-NOVA-117
198,COST_CENTER,exact,exp_0741,0.99,rule,192,CC-410
218,EMPLOYEE_ID,exact,exp_0741,0.99,rule,212,E-4740
249,EMAIL,exact,exp_0741,0.99,rule,226,priya.shah@corp.example
272,PHONE_NUMBER,exact,exp_0741,0.99,rule,257,+1-312-555-0191
134,VENDOR,false_positive,exp_0741,0.56,gliner_heuristic,113,vendor Oakline Bistro
19,PERSON,exact,exp_0742,0.64,gliner_heuristic,9,Priya Shah
83,VENDOR,exact,exp_0742,0.56,gliner_heuristic,77,Notion
100,DATE,exact,exp_0742,0.99,rule,90,2026-04-13
129,AMOUNT,exact,exp_0742,0.99,rule,122,$980.00
152,INVOICE_ID,exact,exp_0742,0.99,rule,139,INV-2026-0781
174,PROJECT_CODE,exact,exp_0742,0.99,rule,162,PC-ORBIT-518
194,COST_CENTER,exact,exp_0742,0.99,rule,188,CC-275
214,EMPLOYEE_ID,exact,exp_0742,0.99,rule,208,E-4741
245,EMAIL,exact,exp_0742,0.99,rule,222,priya.shah@corp.example
268,PHONE_NUMBER,exact,exp_0742,0.99,rule,253,+1-312-555-0191
21,PERSON,exact,exp_0743,0.64,gliner_heuristic,9,Sarah Brooks
69,DATE,exact,exp_0743,0.99,rule,59,2026-04-20
89,EMPLOYEE_ID,exact,exp_0743,0.99,rule,83,E-4742
112,VENDOR,exact,exp_0743,0.56,gliner_heuristic,98,Oakline Bistro
128,AMOUNT,exact,exp_0743,0.99,rule,121,$362.15
158,CARD_LAST4,exact,exp_0743,0.99,rule,154,5542
224,PROJECT_CODE,exact,exp_0743,0.99,rule,212,PC-ALPHA-204
244,COST_CENTER,exact,exp_0743,0.99,rule,238,CC-410
267,INVOICE_ID,exact,exp_0743,0.99,rule,254,INV-2026-0782
313,EMAIL,exact,exp_0743,0.99,rule,288,sarah.brooks@corp.example
332,PHONE_NUMBER,exact,exp_0743,0.99,rule,317,+1-718-555-0152
410,VENDOR,false_positive,exp_0743,0.56,gliner_heuristic,396,and invoice ID
20,PERSON,exact,exp_0744,0.64,gliner_heuristic,9,Marcus Reed
60,AMOUNT,exact,exp_0744,0.99,rule,53,$119.90
74,DATE,exact,exp_0744,0.99,rule,64,2026-04-09
93,VENDOR,exact,exp_0744,0.56,gliner_heuristic,80,Uber Business
113,EMPLOYEE_ID,exact,exp_0744,0.99,rule,107,E-4743
136,INVOICE_ID,exact,exp_0744,0.99,rule,123,INV-2026-0783
154,CARD_LAST4,exact,exp_0744,0.99,rule,150,5543
186,EMAIL,exact,exp_0744,0.99,rule,162,marcus.reed@corp.example
209,PHONE_NUMBER,exact,exp_0744,0.99,rule,194,+1-415-555-0186
21,PERSON,exact,exp_0745,0.64,gliner_heuristic,9,Sarah Brooks
69,DATE,exact,exp_0745,0.99,rule,59,2026-04-10
89,EMPLOYEE_ID,exact,exp_0745,0.99,rule,83,E-4744
117,VENDOR,exact,exp_0745,0.56,gliner_heuristic,98,North Point Kitchen
133,AMOUNT,exact,exp_0745,0.99,rule,126,$430.00
163,CARD_LAST4,exact,exp_0745,0.99,rule,159,5544
230,PROJECT_CODE,exact,exp_0745,0.99,rule,218,PC-ORBIT-518
250,COST_CENTER,exact,exp_0745,0.99,rule,244,CC-275
273,INVOICE_ID,exact,exp_0745,0.99,rule,260,INV-2026-0784
319,EMAIL,exact,exp_0745,0.99,rule,294,sarah.brooks@corp.example
338,PHONE_NUMBER,exact,exp_0745,0.99,rule,323,+1-718-555-0152
21,PERSON,exact,exp_0746,0.64,gliner_heuristic,9,Sarah Brooks
57,VENDOR,exact,exp_0746,0.56,gliner_heuristic,35,Embassy Suites Midtown
71,DATE,exact,exp_0746,0.99,rule,61,2026-04-08
120,AMOUNT,exact,exp_0746,0.99,rule,113,$701.25
140,EMPLOYEE_ID,exact,exp_0746,0.99,rule,134,E-4745
163,INVOICE_ID,exact,exp_0746,0.99,rule,150,INV-2026-0785
187,PROJECT_CODE,exact,exp_0746,0.99,rule,173,PC-POLARIS-336
207,COST_CENTER,exact,exp_0746,0.99,rule,201,CC-730
225,CARD_LAST4,exact,exp_0746,0.99,rule,221,5545
260,EMAIL,exact,exp_0746,0.99,rule,235,sarah.brooks@corp.example
279,PHONE_NUMBER,exact,exp_0746,0.99,rule,264,+1-718-555-0152
19,PERSON,exact,exp_0747,0.64,gliner_heuristic,9,Priya Shah
48,DATE,exact,exp_0747,0.99,rule,38,2026-04-08
65,VENDOR,exact,exp_0747,0.56,gliner_heuristic,58,JetBlue
88,AMOUNT,exact,exp_0747,0.99,rule,79,"$1,150.35"
108,EMPLOYEE_ID,exact,exp_0747,0.99,rule,102,E-4746
131,INVOICE_ID,exact,exp_0747,0.99,rule,118,INV-2026-0786
155,PROJECT_CODE,exact,exp_0747,0.99,rule,141,PC-POLARIS-336
175,COST_CENTER,exact,exp_0747,0.99,rule,169,CC-730
206,EMAIL,exact,exp_0747,0.99,rule,183,priya.shah@corp.example
229,PHONE_NUMBER,exact,exp_0747,0.99,rule,214,+1-312-555-0191
19,PERSON,exact,exp_0748,0.64,gliner_heuristic,9,Noah Patel
59,AMOUNT,exact,exp_0748,0.99,rule,52,$119.90
73,DATE,exact,exp_0748,0.99,rule,63,2026-04-13
103,VENDOR,exact,exp_0748,0.56,gliner_heuristic,79,Airport Taxi Cooperative
123,EMPLOYEE_ID,exact,exp_0748,0.99,rule,117,E-4747
146,INVOICE_ID,exact,exp_0748,0.99,rule,133,INV-2026-0787
164,CARD_LAST4,exact,exp_0748,0.99,rule,160,5547
195,EMAIL,exact,exp_0748,0.99,rule,172,noah.patel@corp.example
218,PHONE_NUMBER,exact,exp_0748,0.99,rule,203,+1-202-555-0118
21,PERSON,exact,exp_0749,0.64,gliner_heuristic,9,Elena Garcia
73,AMOUNT,exact,exp_0749,0.99,rule,66,$420.00
85,AMOUNT,exact,exp_0749,0.99,rule,79,$21.00
97,AMOUNT,exact,exp_0749,0.99,rule,91,$31.15
111,DATE,exact,exp_0749,0.99,rule,101,2026-04-13
164,INVOICE_ID,exact,exp_0749,0.99,rule,151,INV-2026-0788
188,PROJECT_CODE,exact,exp_0749,0.99,rule,174,PC-POLARIS-336
208,COST_CENTER,exact,exp_0749,0.99,rule,202,CC-275
228,EMPLOYEE_ID,exact,exp_0749,0.99,rule,222,E-4748
261,EMAIL,exact,exp_0749,0.99,rule,236,elena.garcia@corp.example
284,PHONE_NUMBER,exact,exp_0749,0.99,rule,269,+1-206-555-0174
141,VENDOR,false_positive,exp_0749,0.56,gliner_heuristic,115,vendor North Point Kitchen
19,PERSON,exact,exp_0750,0.64,gliner_heuristic,9,Priya Shah
82,VENDOR,exact,exp_0750,0.56,gliner_heuristic,77,Slack
99,DATE,exact,exp_0750,0.99,rule,89,2026-04-13
130,AMOUNT,exact,exp_0750,0.99,rule,121,"$1,520.00"
153,INVOICE_ID,exact,exp_0750,0.99,rule,140,INV-2026-0789
177,PROJECT_CODE,exact,exp_0750,0.99,rule,163,PC-POLARIS-336
197,COST_CENTER,exact,exp_0750,0.99,rule,191,CC-612
217,EMPLOYEE_ID,exact,exp_0750,0.99,rule,211,E-4749
248,EMAIL,exact,exp_0750,0.99,rule,225,priya.shah@corp.example
271,PHONE_NUMBER,exact,exp_0750,0.99,rule,256,+1-312-555-0191
20,PERSON,exact,exp_0751,0.64,gliner_heuristic,9,Marcus Reed
68,DATE,exact,exp_0751,0.99,rule,58,2026-04-16
88,EMPLOYEE_ID,exact,exp_0751,0.99,rule,82,E-4750
109,VENDOR,exact,exp_0751,0.56,gliner_heuristic,97,Slate & Fork
125,AMOUNT,exact,exp_0751,0.99,rule,118,$362.15
155,CARD_LAST4,exact,exp_0751,0.99,rule,151,5550
223,PROJECT_CODE,exact,exp_0751,0.99,rule,209,PC-POLARIS-336
243,COST_CENTER,exact,exp_0751,0.99,rule,237,CC-410
266,INVOICE_ID,exact,exp_0751,0.99,rule,253,INV-2026-0790
311,EMAIL,exact,exp_0751,0.99,rule,287,marcus.reed@corp.example
330,PHONE_NUMBER,exact,exp_0751,0.99,rule,315,+1-415-555-0186
408,VENDOR,false_positive,exp_0751,0.56,gliner_heuristic,394,and invoice ID
21,PERSON,exact,exp_0752,0.64,gliner_heuristic,9,Sarah Brooks
61,AMOUNT,exact,exp_0752,0.99,rule,54,$119.90
75,DATE,exact,exp_0752,0.99,rule,65,2026-04-17
94,VENDOR,exact,exp_0752,0.56,gliner_heuristic,81,Uber Business
114,EMPLOYEE_ID,exact,exp_0752,0.99,rule,108,E-4751
137,INVOICE_ID,exact,exp_0752,0.99,rule,124,INV-2026-0791
155,CARD_LAST4,exact,exp_0752,0.99,rule,151,5551
188,EMAIL,exact,exp_0752,0.99,rule,163,sarah.brooks@corp.example
211,PHONE_NUMBER,exact,exp_0752,0.99,rule,196,+1-718-555-0152
21,PERSON,exact,exp_0753,0.64,gliner_heuristic,9,Ava Thompson
69,DATE,exact,exp_0753,0.99,rule,59,2026-04-18
89,EMPLOYEE_ID,exact,exp_0753,0.99,rule,83,E-4752
117,VENDOR,exact,exp_0753,0.56,gliner_heuristic,98,North Point Kitchen
133,AMOUNT,exact,exp_0753,0.99,rule,126,$430.00
163,CARD_LAST4,exact,exp_0753,0.99,rule,159,5552
227,PROJECT_CODE,exact,exp_0753,0.99,rule,215,PC-ALPHA-204
247,COST_CENTER,exact,exp_0753,0.99,rule,241,CC-730
270,INVOICE_ID,exact,exp_0753,0.99,rule,257,INV-2026-0792
316,EMAIL,exact,exp_0753,0.99,rule,291,ava.thompson@corp.example
335,PHONE_NUMBER,exact,exp_0753,0.99,rule,320,+1-646-555-0131
19,PERSON,exact,exp_0754,0.64,gliner_heuristic,9,Priya Shah
49,VENDOR,exact,exp_0754,0.56,gliner_heuristic,33,Motel 6 Downtown
63,DATE,exact,exp_0754,0.99,rule,53,2026-04-16
112,AMOUNT,exact,exp_0754,0.99,rule,105,$701.25
132,EMPLOYEE_ID,exact,exp_0754,0.99,rule,126,E-4753
155,INVOICE_ID,exact,exp_0754,0.99,rule,142,INV-2026-0793
179,PROJECT_CODE,exact,exp_0754,0.99,rule,165,PC-POLARIS-336
199,COST_CENTER,exact,exp_0754,0.99,rule,193,CC-275
217,CARD_LAST4,exact,exp_0754,0.99,rule,213,5553
250,EMAIL,exact,exp_0754,0.99,rule,227,priya.shah@corp.example
269,PHONE_NUMBER,exact,exp_0754,0.99,rule,254,+1-312-555-0191
21,PERSON,exact,exp_0755,0.64,gliner_heuristic,9,Elena Garcia
50,DATE,exact,exp_0755,0.99,rule,40,2026-04-01
67,VENDOR,exact,exp_0755,0.56,gliner_heuristic,60,JetBlue
88,AMOUNT,exact,exp_0755,0.99,rule,81,$820.00
108,EMPLOYEE_ID,exact,exp_0755,0.99,rule,102,E-4754
131,INVOICE_ID,exact,exp_0755,0.99,rule,118,INV-2026-0794
152,PROJECT_CODE,exact,exp_0755,0.99,rule,141,PC-NOVA-117
172,COST_CENTER,exact,exp_0755,0.99,rule,166,CC-410
205,EMAIL,exact,exp_0755,0.99,rule,180,elena.garcia@corp.example
228,PHONE_NUMBER,exact,exp_0755,0.99,rule,213,+1-206-555-0174
20,PERSON,exact,exp_0756,0.64,gliner_heuristic,9,John Miller
60,AMOUNT,exact,exp_0756,0.99,rule,53,$119.90
74,DATE,exact,exp_0756,0.99,rule,64,2026-04-05
93,VENDOR,exact,exp_0756,0.56,gliner_heuristic,80,Uber Business
113,EMPLOYEE_ID,exact,exp_0756,0.99,rule,107,E-4755
136,INVOICE_ID,exact,exp_0756,0.99,rule,123,INV-2026-0795
154,CARD_LAST4,exact,exp_0756,0.99,rule,150,5555
186,EMAIL,exact,exp_0756,0.99,rule,162,john.miller@corp.example
209,PHONE_NUMBER,exact,exp_0756,0.99,rule,194,+1-617-555-0142
19,PERSON,exact,exp_0757,0.64,gliner_heuristic,9,Priya Shah
71,AMOUNT,exact,exp_0757,0.99,rule,64,$420.00
83,AMOUNT,exact,exp_0757,0.99,rule,77,$21.00
95,AMOUNT,exact,exp_0757,0.99,rule,89,$31.15
109,DATE,exact,exp_0757,0.99,rule,99,2026-04-11
155,INVOICE_ID,exact,exp_0757,0.99,rule,142,INV-2026-0796
177,PROJECT_CODE,exact,exp_0757,0.99,rule,165,PC-ORBIT-518
197,COST_CENTER,exact,exp_0757,0.99,rule,191,CC-275
217,EMPLOYEE_ID,exact,exp_0757,0.99,rule,211,E-4756
248,EMAIL,exact,exp_0757,0.99,rule,225,priya.shah@corp.example
271,PHONE_NUMBER,exact,exp_0757,0.99,rule,256,+1-312-555-0191
132,VENDOR,false_positive,exp_0757,0.56,gliner_heuristic,113,vendor Slate & Fork
20,PERSON,exact,exp_0758,0.64,gliner_heuristic,9,John Miller
83,VENDOR,exact,exp_0758,0.56,gliner_heuristic,78,Figma
100,DATE,exact,exp_0758,0.99,rule,90,2026-04-13
131,AMOUNT,exact,exp_0758,0.99,rule,122,"$1,520.00"
154,INVOICE_ID,exact,exp_0758,0.99,rule,141,INV-2026-0797
176,PROJECT_CODE,exact,exp_0758,0.99,rule,164,PC-ORBIT-518
196,COST_CENTER,exact,exp_0758,0.99,rule,190,CC-730
216,EMPLOYEE_ID,exact,exp_0758,0.99,rule,210,E-4757
248,EMAIL,exact,exp_0758,0.99,rule,224,john.miller@corp.example
271,PHONE_NUMBER,exact,exp_0758,0.99,rule,256,+1-617-555-0142
20,PERSON,exact,exp_0759,0.64,gliner_heuristic,9,Daniel Chen
68,DATE,exact,exp_0759,0.99,rule,58,2026-04-12
88,EMPLOYEE_ID,exact,exp_0759,0.99,rule,82,E-4758
109,VENDOR,exact,exp_0759,0.56,gliner_heuristic,97,Slate & Fork
125,AMOUNT,exact,exp_0759,0.99,rule,118,$362.15
155,CARD_LAST4,exact,exp_0759,0.99,rule,151,5558
222,PROJECT_CODE,exact,exp_0759,0.99,rule,210,PC-ALPHA-204
242,COST_CENTER,exact,exp_0759,0.99,rule,236,CC-410
265,INVOICE_ID,exact,exp_0759,0.99,rule,252,INV-2026-0798
310,EMAIL,exact,exp_0759,0.99,rule,286,daniel.chen@corp.example
329,PHONE_NUMBER,exact,exp_0759,0.99,rule,314,+1-408-555-0163
407,VENDOR,false_positive,exp_0759,0.56,gliner_heuristic,393,and invoice ID
19,PERSON,exact,exp_0760,0.64,gliner_heuristic,9,Noah Patel
59,AMOUNT,exact,exp_0760,0.99,rule,52,$119.90
73,DATE,exact,exp_0760,0.99,rule,63,2026-04-09
93,VENDOR,exact,exp_0760,0.56,gliner_heuristic,79,Lyft Corporate
113,EMPLOYEE_ID,exact,exp_0760,0.99,rule,107,E-4759
136,INVOICE_ID,exact,exp_0760,0.99,rule,123,INV-2026-0799
154,CARD_LAST4,exact,exp_0760,0.99,rule,150,5559
185,EMAIL,exact,exp_0760,0.99,rule,162,noah.patel@corp.example
208,PHONE_NUMBER,exact,exp_0760,0.99,rule,193,+1-202-555-0118
19,PERSON,exact,exp_0761,0.64,gliner_heuristic,9,Priya Shah
67,DATE,exact,exp_0761,0.99,rule,57,2026-04-14
87,EMPLOYEE_ID,exact,exp_0761,0.99,rule,81,E-4760
115,VENDOR,exact,exp_0761,0.56,gliner_heuristic,96,North Point Kitchen
131,AMOUNT,exact,exp_0761,0.99,rule,124,$450.00
161,CARD_LAST4,exact,exp_0761,0.99,rule,157,5560
227,PROJECT_CODE,exact,exp_0761,0.99,rule,213,PC-POLARIS-336
247,COST_CENTER,exact,exp_0761,0.99,rule,241,CC-730
270,INVOICE_ID,exact,exp_0761,0.99,rule,257,INV-2026-0800
314,EMAIL,exact,exp_0761,0.99,rule,291,priya.shah@corp.example
333,PHONE_NUMBER,exact,exp_0761,0.99,rule,318,+1-312-555-0191
20,PERSON,exact,exp_0762,0.64,gliner_heuristic,9,Marcus Reed
51,VENDOR,exact,exp_0762,0.56,gliner_heuristic,34,Hilton Garden Inn
65,DATE,exact,exp_0762,0.99,rule,55,2026-04-06
114,AMOUNT,exact,exp_0762,0.99,rule,107,$640.00
134,EMPLOYEE_ID,exact,exp_0762,0.99,rule,128,E-4761
157,INVOICE_ID,exact,exp_0762,0.99,rule,144,INV-2026-0801
179,PROJECT_CODE,exact,exp_0762,0.99,rule,167,PC-ALPHA-204
199,COST_CENTER,exact,exp_0762,0.99,rule,193,CC-730
217,CARD_LAST4,exact,exp_0762,0.99,rule,213,5561
251,EMAIL,exact,exp_0762,0.99,rule,227,marcus.reed@corp.example
270,PHONE_NUMBER,exact,exp_0762,0.99,rule,255,+1-415-555-0186
21,PERSON,exact,exp_0763,0.64,gliner_heuristic,9,Elena Garcia
50,DATE,exact,exp_0763,0.99,rule,40,2026-04-09
75,VENDOR,exact,exp_0763,0.56,gliner_heuristic,60,United Airlines
98,AMOUNT,exact,exp_0763,0.99,rule,89,"$1,388.70"
118,EMPLOYEE_ID,exact,exp_0763,0.99,rule,112,E-4762
141,INVOICE_ID,exact,exp_0763,0.99,rule,128,INV-2026-0802
165,PROJECT_CODE,exact,exp_0763,0.99,rule,151,PC-POLARIS-336
185,COST_CENTER,exact,exp_0763,0.99,rule,179,CC-275
218,EMAIL,exact,exp_0763,0.99,rule,193,elena.garcia@corp.example
241,PHONE_NUMBER,exact,exp_0763,0.99,rule,226,+1-206-555-0174
21,PERSON,exact,exp_0764,0.64,gliner_heuristic,9,Elena Garcia
61,AMOUNT,exact,exp_0764,0.99,rule,54,$119.90
75,DATE,exact,exp_0764,0.99,rule,65,2026-04-13
105,VENDOR,exact,exp_0764,0.56,gliner_heuristic,81,Airport Taxi Cooperative
125,EMPLOYEE_ID,exact,exp_0764,0.99,rule,119,E-4763
148,INVOICE_ID,exact,exp_0764,0.99,rule,135,INV-2026-0803
166,CARD_LAST4,exact,exp_0764,0.99,rule,162,5563
199,EMAIL,exact,exp_0764,0.99,rule,174,elena.garcia@corp.example
222,PHONE_NUMBER,exact,exp_0764,0.99,rule,207,+1-206-555-0174
20,PERSON,exact,exp_0765,0.64,gliner_heuristic,9,Marcus Reed
72,AMOUNT,exact,exp_0765,0.99,rule,65,$420.00
84,AMOUNT,exact,exp_0765,0.99,rule,78,$21.00
96,AMOUNT,exact,exp_0765,0.99,rule,90,$31.15
110,DATE,exact,exp_0765,0.99,rule,100,2026-04-09
156,INVOICE_ID,exact,exp_0765,0.99,rule,143,INV-2026-0804
178,PROJECT_CODE,exact,exp_0765,0.99,rule,166,PC-ALPHA-204
198,COST_CENTER,exact,exp_0765,0.99,rule,192,CC-275
218,EMPLOYEE_ID,exact,exp_0765,0.99,rule,212,E-4764
250,EMAIL,exact,exp_0765,0.99,rule,226,marcus.reed@corp.example
273,PHONE_NUMBER,exact,exp_0765,0.99,rule,258,+1-415-555-0186
133,VENDOR,false_positive,exp_0765,0.56,gliner_heuristic,114,vendor Slate & Fork
20,PERSON,exact,exp_0766,0.64,gliner_heuristic,9,John Miller
84,VENDOR,exact,exp_0766,0.56,gliner_heuristic,78,Notion
101,DATE,exact,exp_0766,0.99,rule,91,2026-04-13
130,AMOUNT,exact,exp_0766,0.99,rule,123,$980.00
153,INVOICE_ID,exact,exp_0766,0.99,rule,140,INV-2026-0805
177,PROJECT_CODE,exact,exp_0766,0.99,rule,163,PC-POLARIS-336
197,COST_CENTER,exact,exp_0766,0.99,rule,191,CC-730
